gene,N,intercept,slope,min x,max x,R2,
IFIH1,28,-0.0481858924321,0.005052176930097321,1.815977982,334.3875994,0.906148334735,
AK052414,27,0.0597018626655,0.0018549027679893857,2.857546993,129.0290174,0.481781060314,
MT2,25,0.0691025205925,0.0017474558659225897,3.154998079,472.8567089,0.805814253214,
CLIC4,24,0.265236794725,0.004050646904599772,41.70597004,296.6420741,0.568978633333,
ARF4,26,0.398155441568,0.001622890300292575,92.87507665,391.8632104,0.205012819109,
ETV3,27,0.259562016165,0.0009523602479528817,13.37903894,198.104593,0.0975543552337,
SERPINB6B,22,0.027886247553,0.00072000399423317,7.569041255,147.0289383,0.573543767784,
RNASET2B,26,0.351764324336,0.00031650298409274027,38.98821259,388.5593127,0.0297927484612,
KTELC1,26,0.0438018163767,0.002176918770711124,0.846307432,146.8727889,0.699260166862,
IL7R,27,0.134371819711,0.0025642866245710644,20.64815773,188.8538356,0.424787012643,
LAP3,26,0.0801438262638,0.004156159482834316,8.042536759,105.6338611,0.593809110795,
